stepCount,sleepHours,heartRate,respiratoryRate,caloriesBurned,typingSpeed_stats,screenUptime_stats,screenBrightness_stats,Overwhelmed
8473.81430796201,5.90927488539289,826.6567068008217,19.228948423532305,2164.7447793849406,36.114128504418986,5.047162079856707,46.112547063284985,0
9364.052905057853,9.276671760562666,1126.3603163917019,17.392927538796304,2468.4828845520647,43.07832756918202,3.4876840649619445,59.42230017567836,0
4943.168456684723,6.858445085094179,2269.1285175984235,14.328845891488958,2300.8968726228372,43.68602724091042,3.2433787737021262,53.408707913462806,0
13720.369580143062,9.98008292088116,1009.6832319431869,17.608157647908502,2536.506269802129,39.622685629074226,3.113989803120117,37.96114365627015,0
10168.749901343137,4.970444317422947,667.1562739629196,18.796458684345527,2062.565052796395,38.145527958573844,14.377667300112268,83.79325364030615,1
8490.124719757054,8.27205454306318,-381.29664412370323,18.59804419164297,3137.31387745527,49.509071679200694,5.324216372476464,51.86161955581734,0
11781.404003703612,8.265498806916188,868.8230709736669,17.896470319070072,2554.4126918163925,53.34572062612958,6.596470973464217,61.20056637899783,0
3425.6214964619194,6.150469773930616,1517.534146012113,16.086351664399803,2834.7058055537145,46.0804478322083,4.5958282029231645,38.97908044407441,0
9444.050291506004,9.038008829873853,148.6654493804656,15.302645820028463,2077.642866521568,43.3092917080297,3.6245124801355315,40.7688081576347,0
21215.972598216373,8.19461302961615,336.1146905922221,15.70901664777079,2950.5799664206365,41.744048010569486,-7.476278660695069,84.0172563772616,1
2084.0895451557344,8.707366607696676,879.5177542271588,18.427831579678607,2265.9925851779735,64.92581884774765,6.635594264505227,53.88168033433942,0
5169.600541739537,7.505201867523006,1122.1446863545027,19.183724509569934,2768.2362625356445,58.66029606946328,4.3873852605319605,50.64048845017702,0
7481.45695585975,8.724791273393125,1262.6051789916576,20.636932700234205,3716.700043879894,52.47512353967856,4.732570809997342,56.1762066508465,0
209.7838866928323,4.745278737318181,1710.2480045784775,15.700839406276145,2704.935358608808,48.01834241252402,5.418771727779234,53.6358427384619,0
13861.678014180092,7.436996532994629,716.6951480894693,14.024802878379154,2225.420277846847,26.481940018173304,10.023659241830735,75.57774473991847,1
10775.779366916922,8.138142487006027,774.1692862195322,9.826616998624573,3663.235670227533,44.784382767812914,1.5826546032340465,48.176852992830064,0
1920.0277616459034,5.955456096421303,220.7109463374046,15.26698012246884,2029.5065609369049,53.68158144984033,6.087567970014652,65.89446936104709,0
675.0449298993999,4.354237850980773,39.957783497042215,17.226026317839995,3295.893489474848,52.53890106604289,4.607232886315487,52.563609837384654,0
7330.794030169387,6.828728193046482,780.0656417009327,17.981392579205234,2739.854086314804,39.9972627298465,7.565368477351957,63.73569241083423,1
13494.535046017647,7.193471937688858,766.1932612653796,17.06846077954097,2126.3160850393083,39.356248795071856,6.1828291722925375,73.01097117975695,1
871.6538590270602,6.825359357939905,1519.4065110906133,18.21416282435421,2496.317550226559,63.37009968242908,4.002947062886961,53.3300212944904,0
5460.325757582723,8.56545131866122,343.9269134471402,18.511227428672218,1897.3612292333141,45.0995927811675,3.8405347249684967,22.42146370452632,0
10136.182990788793,10.864233397277898,1325.8022075228337,11.55888582462193,2577.093716270211,63.931069242293646,6.248522191472886,62.40383434605422,0
-3512.396378245461,8.473286813596106,671.9250300880794,18.222502177138455,2691.958542471615,45.03981640738631,4.895950545408522,36.63668110784555,0
8716.973028590657,8.112448404796497,879.7903294589848,15.232723050263925,666.7872279897038,48.60231169656021,5.384484804741206,67.46989698175497,0
8373.299583477692,6.569979222405676,-792.0642225977401,14.943524830621852,3592.9219846615124,58.91452662852093,-7.128778368074293,78.50469635456732,1
7321.997284793443,8.620947505356478,837.267493301576,15.192583183303684,3183.4906050092814,17.56216353254606,17.269828076619568,82.08627280485648,1
9033.964407425112,6.308456049033133,1460.096769040756,18.57064994310193,2393.2834659910923,50.921218515523805,4.132088310385941,52.92484187942296,0
13622.453648109215,9.297556095169613,1346.0712120250714,14.921323900528412,2345.9170265290422,47.24292130393475,4.8329053334848115,57.069754644705995,0
7707.521147435566,7.325192399967916,1551.9891239528192,20.112422581232025,1894.0759116543518,43.78580872650352,5.075225110582203,27.149155053306497,0
10908.81452586965,3.6596961070572913,875.613576219317,15.109597343132418,1409.8708368580435,42.906679722525,5.059747167563295,39.82508937111922,0
8676.44808169146,6.6227067711797245,1296.0239546606092,19.766847768098888,3547.014077236786,45.87652108254892,4.800177259242427,47.208941436400536,0
9800.449228764395,6.50610360407764,2063.0806453431196,19.35782063399496,3229.4832281223935,65.78063923557546,2.978906754560307,50.436436368795874,0
10156.353503512195,9.616926765991229,484.3985422261263,19.825609359648116,2650.984133126338,27.81401597652468,11.878721449493554,78.29523851018304,1
6155.731958630389,7.229234461068247,348.81101422496107,14.22190765226364,3248.080560321962,39.5679745773069,4.686695363076766,55.273300794806715,0
1639.3307984604626,8.42454237165694,1429.7965723025677,14.953811294403991,3270.6903723784203,39.089056530965266,2.1489820695168276,54.282543975168636,0
7602.314239302019,8.187530548309116,-331.744348397366,16.404181885541103,3219.7014095459413,39.4464395778576,3.063400088771724,50.04529291051558,0
4411.997980500258,5.958104164191703,629.0276390245408,16.798272137726602,1499.3415063142727,34.163245793179776,5.0348509681624405,48.81147517979229,0
13157.39095120004,8.580429184877437,310.61292295689356,8.802961512779087,3710.7229950057354,43.771303625506306,5.816490367695153,49.543571466662044,0
10232.740044282462,9.065679792852068,935.8247663028404,11.496538456755868,2190.8841417407134,41.346791229887515,5.908681117889049,43.995530344113256,0
9727.60590194554,8.933552176240244,379.0746631637187,16.439409557671883,2248.0920460047564,55.66142595221794,2.2446396432646005,44.04575614756984,0
2385.3469816004263,5.6792466211694155,-54.35212782473707,20.003696494278625,2790.913595217351,51.753633501068705,4.349048846810004,39.60031848382948,0
18618.810779468946,6.164350638198195,420.3973601058394,16.043616166051134,1645.555647832125,43.79696776261915,2.6792953673134736,43.1452714731158,0
10662.692305454724,9.666551626770165,798.2656306966769,16.704765566598553,2970.836893749195,47.55494356171456,4.8198259799738405,60.02579814271594,0
9129.769467728367,5.857349308146228,711.0015293016036,13.16376232553141,2381.1173842850103,60.796370510669945,4.0721490856286575,41.29101179532066,0
10417.180647181029,8.277970546584498,1585.9003417102126,15.581723098477338,2867.521497527293,58.30708829727706,5.034476126537143,67.58272157875278,0
9737.375018356863,8.920803234950286,1922.2788784923816,16.818201985135513,2281.839964798456,37.45602817057915,7.384473210234428,82.03660422726178,1
-449.4491917634532,9.197551888275864,982.2839937589924,16.357953461576443,2341.3116240991244,50.15199265807897,3.9666245641467546,43.49906244691345,0
9314.24374858763,7.907279329826983,651.5966492308263,19.823929448193095,2109.3048191278644,24.59619849156089,-6.116365481798123,77.87592576181794,1
7818.422322763767,6.262949976254703,996.5202497677669,14.108885159747421,3242.1139596306384,42.87443131790178,5.555168751250772,34.69869071256668,0
8415.15481138702,7.0998529845287575,647.7237564316488,16.080508390803466,2301.2788565407827,46.38899815134925,3.1824883643195445,27.95517949119676,0
7926.211647583119,9.260190122080441,1627.5507366041593,13.737260344281257,2669.476579484415,46.24033701461479,3.008855826066102,26.180087268633415,0
14449.24100041606,5.754120011819037,583.7145058348424,15.821124590386859,1966.1683266983403,53.85206104793044,5.108163113462969,49.55291243240415,0
11979.323472367547,10.569851749305858,-170.94020403345974,20.985715402888555,2801.899165211934,34.49120348356019,29.08019010857196,76.46540229713716,1
5152.964650065389,10.528705673579982,1284.0231046880215,14.95722567755171,1926.2992610416757,59.424698948497394,6.479029588001354,49.11845131129609,0
12589.341578516309,8.919027513515294,437.7236327176129,19.490845403349613,2059.6318607121293,36.697564295368714,-6.217614152878692,87.15223268081752,1
9782.182715479095,7.575244792473407,-188.2012775592583,19.471732627901375,2728.8362344194134,57.93482960406286,5.5720167151297755,49.180877042743916,0
12189.846898571377,5.555274204883328,574.9771297915482,14.545573908059097,2859.6646336509243,55.61004511554695,3.139264396838635,48.14263236581501,0
7189.7640107037605,7.21585412334568,813.6266874068176,16.438663427724396,2537.121164041933,36.434231875345844,-4.44627603196189,63.12258591875636,1
13756.677664010222,8.498826157229889,641.149629997974,19.671815983204894,2198.8257233029744,54.21950921487998,5.403997406133854,50.552304364811114,0
6849.476765650847,9.245983117209839,15.04888938260865,14.45250702817395,3392.175901779443,65.50475919514511,3.7101896710354754,56.37333041272193,0
10300.170583425243,5.602024833008571,312.2869279189538,16.740470979165117,3084.549635960167,37.771296141890666,5.609791454852084,36.64677461244495,0
2779.350109769207,5.006985156150016,-981.298849517551,12.412422934936998,2582.4762559792857,52.25266724068668,5.21052357984299,54.66321649183292,0
17551.57601240329,8.933151771760002,809.7408928416792,15.444555180625152,2853.672091136206,45.162249066916175,4.6208829697456135,51.203731289555606,0
6734.360486269031,6.312357355160507,2383.92930056993,14.322650431276191,3089.564522309771,58.88399892517907,4.679994107889287,52.341941514982054,0
11160.75780726965,9.398447757825135,897.3246202097438,18.747607751419366,2455.636283622777,38.14018787709086,6.7187263422742305,59.84950103005851,0
14650.348386691498,9.215953671293438,1150.5477325646973,16.114931393099358,3502.1987110981554,46.21181294756642,3.9214508588142367,62.10323849941553,0
22515.382691960323,8.518811257341737,1707.2451293522226,16.86671175449728,2859.1401619596477,56.075537390580664,4.479838420826711,50.04438522609814,0
3352.5179949653384,12.527208505838853,467.9890919247341,19.527418067996148,3147.2476384798265,26.253052558113183,5.948910898987978,55.79581247984804,0
11712.399777085422,8.772208288088558,40.79135603123473,20.217438535104854,2318.9999141203207,45.80112431740452,1.8278861700513285,63.83057398581605,0
9476.67065544979,9.53621298590988,148.53243054980192,13.276141412127727,1464.501424155692,43.18423003960021,5.381923169105178,35.26719827106308,0
11225.597135948856,8.58846655281443,141.58882984133794,14.025264071049842,1720.3224798875456,20.94253724109612,-3.0513754693236237,77.42899382189414,1
662.4883631562061,7.690128155324253,515.4064134885565,21.87676497102589,2508.0173855749745,25.89973553456134,-4.64043872573394,87.7779475172141,1
12809.137899327941,7.442666965334931,1469.3912672956744,12.465744500916372,709.6936906733999,52.589059780103824,3.0044046267018905,45.2932685501782,0
6961.524149593254,7.093158922234017,147.70538133733123,15.082349463287002,3029.871826861085,48.80097573182265,5.456020992109944,49.93396089516635,0
7139.361760865784,9.605965293386092,-7.536096815531096,14.831779267820167,2460.165045107648,58.86939535964579,5.917465961064721,54.930864020479376,0
